corretora,ativo,op,classe,tipo,qtde,data,preco,valor,posicao,custo_atual,custo_medio,total,taxas,txcorr,txbolsa,txaluguel,prov,jcp,divid,rentabilidade,lucro,irrf,ir,extrato,saldo_rico,saldo_clear
rico,VALE3,D,,ação,20,2020-09-30,,,,0.00,,,0.00,,,,28.20,,,,,,,28.20,452.12,1892.64
rico,VALE3,J,,ação,20,2020-09-30,,,,0.00,,,0.00,,,,16.95,,,,,,,16.95,469.07,1892.64
rico,BBDC4,J,,ação,50,2020-10-01,,,,0.00,,,0.00,,,,0.80,,,,,,,0.80,469.87,1892.64
rico,ITSA4,D,,ação,99,2020-10-01,,,,0.00,,,0.00,,,,1.98,,,,,,,1.98,471.85,1892.64
clear,ITUB4,D,,ação,18,2020-10-01,,,,0.00,,,0.00,,,,0.27,,,,,,,0.27,471.85,1892.91
rico,IRBR3,V,swing,ação,34,2020-10-07,6.62,225.08,0,0.00,7.11,225.01,0.07,0.00,0.07,,,,,,-16.84,0.01,,225.01,696.86,1892.91
rico,IRBR3,V,swing,ação,30,2020-10-07,6.62,198.60,0,0.00,7.11,198.54,0.06,0.00,0.06,,,,,,-14.86,0.01,,198.54,895.40,1892.91
rico,IRBR3,V,swing,ação,9,2020-10-07,6.62,59.58,0,0.00,7.11,59.56,0.02,0.00,0.02,,,,,,-4.46,0.00,,59.56,954.96,1892.91
rico,IRBR3,V,swing,ação,1,2020-10-07,6.62,6.62,0,0.00,7.11,6.62,0.00,0.00,0.00,,,,,,-0.50,0.00,,6.62,961.58,1892.91
rico,IRBR3,V,swing,ação,1,2020-10-07,6.62,6.62,0,0.00,7.11,6.62,0.00,0.00,0.00,,,,,,-0.50,0.00,,6.62,968.20,1892.91
rico,IRBR3,V,swing,ação,9,2020-10-07,6.62,59.58,0,0.00,7.11,59.56,0.02,0.00,0.02,,,,,,-4.46,0.00,,59.56,1027.76,1892.91
rico,IRBR3,V,swing,ação,1,2020-10-07,6.62,6.62,0,0.00,7.11,6.62,0.00,0.00,0.00,,,,,,-0.50,0.00,,6.62,1034.38,1892.91
rico,IRBR3,V,swing,ação,14,2020-10-07,6.62,92.68,0,0.00,7.11,92.65,0.03,0.00,0.03,,,,,,-6.94,0.00,,92.65,1127.03,1892.91
rico,WEGE3,V,swing,ação,13,2020-10-09,76.72,997.36,15,966.90,64.46,997.05,0.31,0.00,0.31,,,,,,159.08,0.05,23.86,997.05,2124.08,1892.91
rico,WEGE3,V,swing,ação,12,2020-10-09,76.72,920.64,15,966.90,64.46,920.36,0.28,0.00,0.28,,,,,,146.84,0.05,22.03,920.36,3044.44,1892.91
clear,MGLU3,C,day,ação,1,2020-10-09,96.03,96.03,0,0.00,96.05,96.05,0.02,0.00,0.02,,,,,,,,,-96.05,3044.44,1796.86
clear,MGLU3,C,day,ação,10,2020-10-09,96.03,960.30,0,0.00,96.05,960.52,0.22,0.00,0.22,,,,,,,,,-960.52,3044.44,836.34
clear,MGLU3,C,day,ação,4,2020-10-09,96.03,384.12,0,0.00,96.05,384.21,0.09,0.00,0.09,,,,,,,,,-384.21,3044.44,452.13
clear,MGLU3,V,day,ação,3,2020-10-09,96.05,288.15,0,0.00,96.05,288.08,0.07,0.00,0.07,,,,,,-0.07,0.00,,288.08,3044.44,740.21
clear,MGLU3,V,day,ação,10,2020-10-09,96.05,960.50,0,0.00,96.05,960.28,0.22,0.00,0.22,,,,,,-0.24,0.00,,960.28,3044.44,1700.49
clear,MGLU3,V,day,ação,2,2020-10-09,96.05,192.10,0,0.00,96.05,192.06,0.04,0.00,0.04,,,,,,-0.05,0.00,,192.06,3044.44,1892.55
clear,MGLU3,C,day,ação,35,2020-10-14,26.72,935.20,0,0.00,26.73,935.42,0.22,0.00,0.22,,,,,,,,,-935.42,3044.44,957.13
clear,MGLU3,V,day,ação,35,2020-10-14,25.40,889.00,0,0.00,26.73,888.80,0.20,0.00,0.20,,,,,,-46.62,0.00,,888.80,3044.44,1845.93
clear,MGLU3,V,swing,ação,17,2020-10-14,25.40,431.80,15,339.54,22.64,431.67,0.13,0.00,0.13,,,,,,46.85,0.02,7.03,431.67,3044.44,2277.59
clear,MGLU3,V,swing,ação,28,2020-10-14,25.40,711.20,15,339.54,22.64,710.98,0.22,0.00,0.22,,,,,,77.17,0.04,11.58,710.98,3044.44,2988.58
clear,VVAR3,V,swing,ação,2,2020-10-15,18.50,37.00,0,0.00,18.43,36.99,0.01,0.00,0.01,,,,,,0.14,0.00,0.02,36.99,3044.44,3025.57
clear,VVAR3,V,swing,ação,48,2020-10-15,18.50,888.00,0,0.00,18.43,887.73,0.27,0.00,0.27,,,,,,3.30,0.04,0.49,887.73,3044.44,3913.29
rico,DMVF3,C,swing,ação,100,2020-10-16,11.02,1102.00,100,1102.34,11.02,1102.34,0.34,0.00,0.34,,,,,,,,,-1102.34,1942.10,3913.29
rico,WEGE3,C,swing,ação,22,2020-10-21,85.00,1870.00,37,2837.47,76.69,1870.57,0.57,0.00,0.57,,,,,,,,,-1870.57,71.53,3913.29
rico,MRVE3,D,,ação,50,2020-10-23,,,,0.00,,,0.00,0.00,,,17.00,,,,,,,17.00,88.53,3913.29
rico,WEGE3,V,swing,ação,27,2020-10-23,81.20,2192.40,10,766.88,76.69,2191.73,0.67,0.00,0.67,,,,,,121.14,0.11,18.17,2191.73,2280.26,3913.29
clear,TSLA34,C,swing,bdr,20,2020-10-26,72.22,1444.40,20,1444.84,72.24,1444.84,0.44,0.00,0.44,,,,,,,,,-1444.84,2280.26,2468.45
rico,ADHM3,C,swing,ação,100,2020-10-28,1.88,188.00,100,188.06,1.88,188.06,0.06,0.00,0.06,,,,,,,,,-188.06,2092.20,2468.45
rico,IRBR3,C,swing,ação,100,2020-10-28,6.09,609.00,100,609.19,6.09,609.19,0.19,0.00,0.19,,,,,,,,,-609.19,1483.02,2468.45
rico,HGTX3,C,swing,ação,5,2020-10-28,17.12,85.60,40,685.01,17.13,85.63,0.03,0.00,0.03,,,,,,,,,-85.63,1397.39,2468.45
rico,HGTX3,C,swing,ação,35,2020-10-28,17.12,599.20,40,685.01,17.13,599.38,0.18,0.00,0.18,,,,,,,,,-599.38,798.01,2468.45
rico,VALE3,C,swing,ação,12,2020-10-28,60.40,724.80,32,1947.90,60.87,725.02,0.22,0.00,0.22,,,,,,,,,-725.02,72.99,2468.45
clear,HGTX3,C,swing,ação,19,2020-10-28,17.53,333.07,50,876.77,17.54,333.17,0.10,0.00,0.10,,,,,,,,,-333.17,72.99,2135.28
clear,HGTX3,C,swing,ação,31,2020-10-28,17.53,543.43,50,876.77,17.54,543.60,0.17,0.00,0.17,,,,,,,,,-543.60,72.99,1591.68
clear,USIM5,C,swing,ação,56,2020-10-28,10.82,605.92,70,757.63,10.82,606.11,0.19,0.00,0.19,,,,,,,,,-606.11,72.99,985.58
clear,USIM5,C,swing,ação,14,2020-10-28,10.82,151.48,70,757.63,10.82,151.53,0.05,0.00,0.05,,,,,,,,,-151.53,72.99,834.05
rico,,E,,,,2020-10-29,,2000.00,,0.00,,2000.00,0.00,,,,,,,,,,,2000.00,2072.99,834.05
clear,VVAR3,C,swing,ação,40,2020-10-29,17.33,693.20,40,693.41,17.34,693.41,0.21,0.00,0.21,,,,,,,,,-693.41,2072.99,140.64
rico,TSLA34,C,swing,bdr,10,2020-10-30,69.65,696.50,114,6706.04,58.82,696.71,0.21,0.00,0.21,,,,,,,,,-696.71,1376.27,140.64
rico,B3SA3,C,swing,ação,20,2020-10-30,50.97,1019.40,20,1019.71,50.99,1019.71,0.31,0.00,0.31,,,,,,,,,-1019.71,356.56,140.64
rico,HGTX3,C,swing,ação,20,2020-10-30,15.80,316.00,60,1001.11,16.69,316.10,0.10,0.00,0.10,,,,,,,,,-316.10,40.46,140.64
rico,BBDC4,J,,ação,50,2020-11-03,,,,0.00,,,0.00,,,,0.80,,,,,,,0.80,41.26,140.64
clear,ITUB4,D,,ação,18,2020-11-03,,,,0.00,,,0.00,0.00,,,0.27,,,,,,,0.27,41.26,140.91
rico,B3SA3,V,swing,ação,20,2020-11-04,53.89,1077.80,0,0.00,50.99,1077.47,0.33,0.00,0.33,,,,,,57.76,0.05,8.66,1077.47,1118.73,140.91
clear,ITUB4,V,swing,ação,18,2020-11-05,25.81,464.58,0,0.00,26.76,464.44,0.14,0.00,0.14,,,,,,-17.21,0.02,,464.44,1118.73,605.35
clear,MGLU3,V,swing,ação,15,2020-11-06,26.65,399.75,0,0.00,22.64,399.63,0.12,0.00,0.12,,,,,,60.09,0.02,9.01,399.63,1118.73,1004.98
clear,USIM5,V,swing,ação,50,2020-11-06,11.09,554.50,20,216.47,10.82,554.33,0.17,0.00,0.17,,,,,,13.16,0.03,1.97,554.33,1118.73,1559.31
rico,PETR4,V,swing,ação,2,2020-11-09,21.01,42.02,60,1174.39,19.57,42.01,0.01,0.00,0.01,,,,,,2.86,0.00,0.43,42.01,1160.74,1559.31
rico,PETR4,V,swing,ação,58,2020-11-09,21.01,1218.58,60,1174.39,19.57,1218.21,0.37,0.00,0.37,,,,,,82.96,0.06,12.44,1218.21,2378.95,1559.31
clear,VVAR3,V,swing,ação,34,2020-11-09,18.80,639.20,0,0.00,17.34,639.00,0.20,0.00,0.20,,,,,,49.60,0.03,7.44,639.00,2378.95,2198.31
clear,VVAR3,V,swing,ação,3,2020-11-09,18.80,56.40,0,0.00,17.34,56.38,0.02,0.00,0.02,,,,,,4.38,0.00,0.66,56.38,2378.95,2254.69
clear,VVAR3,V,swing,ação,3,2020-11-09,18.80,56.40,0,0.00,17.34,56.38,0.02,0.00,0.02,,,,,,4.38,0.00,0.66,56.38,2378.95,2311.08
rico,HGTX3,V,swing,ação,40,2020-11-11,18.57,742.80,20,333.70,16.69,742.57,0.23,0.00,0.23,,,,,,75.17,0.04,11.28,742.57,3121.52,2311.08
clear,AAPL34,C,swing,bdr,10,2020-11-11,63.35,633.50,10,633.69,63.37,633.69,0.19,0.00,0.19,,,,,,,,,-633.69,3121.52,1677.38
clear,TSLA34,C,swing,bdr,10,2020-11-11,69.89,698.90,30,2143.96,71.47,699.11,0.21,0.00,0.21,,,,,,,,,-699.11,3121.52,978.27
clear,BRML3,V,swing,ação,100,2020-11-11,9.83,983.00,0,0.00,11.44,982.70,0.30,0.00,0.30,,,,,,-161.65,0.05,,982.70,3121.52,1960.97
clear,HGTX3,V,swing,ação,50,2020-11-11,18.53,926.50,0,0.00,17.54,926.22,0.28,0.00,0.28,,,,,,49.45,0.05,7.42,926.22,3121.52,2887.18
rico,MRVE3,V,swing,ação,35,2020-11-12,19.15,670.25,15,312.43,20.83,670.04,0.21,0.00,0.21,,,,,,-58.95,0.03,,670.04,3791.57,2887.18
rico,GGBR4,J,,ação,50,2020-11-18,,,,0.00,,,0.00,,,,6.00,,,,,,,6.00,3797.57,2887.18
rico,HGTX3,D,,ação,70,2020-11-18,,,,0.00,,,0.00,0.00,,,13.07,,,,,,,13.07,3810.64,2887.18
rico,ADHM3,V,swing,ação,100,2020-11-20,2.02,202.00,0,0.00,1.88,201.94,0.06,0.00,0.06,,,,,,13.88,0.01,2.08,201.94,4012.57,2887.18
clear,MGLU3,C,swing,ação,30,2020-11-20,24.28,728.40,30,728.62,24.29,728.62,0.22,0.00,0.22,,,,,,,,,-728.62,4012.57,2158.56
clear,GOGL34,C,swing,bdr,10,2020-11-26,61.20,612.00,10,612.19,61.22,612.19,0.19,0.00,0.19,,,,,,,,,-612.19,4012.57,1546.37
rico,BBAS3,J,,ação,40,2020-11-27,,,,0.00,,,0.00,,,,6.63,,,,,,,6.63,4019.20,1546.37
rico,BBDC4,J,,ação,50,2020-12-01,,,,0.00,,,0.00,,,,0.80,,,,,,,0.80,4020.00,1546.37
clear,ITUB4,D,,ação,18,2020-12-01,,,,0.00,,,0.00,0.00,,,0.27,,,,,,,0.27,4020.00,1546.64
clear,TSLA34,C,swing,bdr,10,2020-12-10,94.88,948.80,40,3093.05,77.33,949.09,0.29,0.00,0.29,,,,,,,,,-949.09,4020.00,597.55
clear,TSLA34,V,swing,bdr,8,2020-12-14,102.00,816.00,30,2319.78,77.33,815.75,0.25,0.00,0.25,,,,,,197.14,0.04,29.57,815.71,4020.00,1413.26
clear,TSLA34,V,swing,bdr,2,2020-12-14,102.00,204.00,30,2319.78,77.33,203.94,0.06,0.00,0.06,,,,,,49.29,0.01,7.39,203.93,4020.00,1617.19
rico,PETR4,D,,ação,139,2020-12-15,,,,0.00,,,0.00,0.00,,,0.06,,,,,,,0.06,4020.06,1617.19
rico,,E,,,,2020-12-22,,4000.00,,0.00,,4000.00,0.00,,,,,,,,,,,4000.00,8020.06,1617.19
rico,TSLA34,C,swing,bdr,16,2020-12-22,99.99,1599.84,130,8306.37,63.90,1600.33,0.49,0.00,0.49,,,,,,,,,-1600.33,6419.73,1617.19
rico,ABEV3,C,swing,ação,3,2020-12-22,15.60,46.80,50,780.24,15.60,46.81,0.01,0.00,0.01,,,,,,,,,-46.81,6372.92,1617.19
rico,ABEV3,C,swing,ação,29,2020-12-22,15.60,452.40,50,780.24,15.60,452.54,0.14,0.00,0.14,,,,,,,,,-452.54,5920.38,1617.19
rico,ABEV3,C,swing,ação,9,2020-12-22,15.60,140.40,50,780.24,15.60,140.44,0.04,0.00,0.04,,,,,,,,,-140.44,5779.94,1617.19
rico,ABEV3,C,swing,ação,1,2020-12-22,15.60,15.60,50,780.24,15.60,15.60,0.00,0.00,0.00,,,,,,,,,-15.60,5764.33,1617.19
rico,ABEV3,C,swing,ação,8,2020-12-22,15.60,124.80,50,780.24,15.60,124.84,0.04,0.00,0.04,,,,,,,,,-124.84,5639.50,1617.19
rico,EGIE3,C,swing,ação,25,2020-12-22,43.65,1091.25,25,1091.58,43.66,1091.58,0.33,0.00,0.33,,,,,,,,,-1091.58,4547.91,1617.19
rico,HGTX3,C,swing,ação,40,2020-12-22,17.70,708.00,60,1041.92,17.37,708.22,0.22,0.00,0.22,,,,,,,,,-708.22,3839.69,1617.19
rico,ITUB4,C,swing,ação,20,2020-12-22,31.48,629.60,20,629.79,31.49,629.79,0.19,0.00,0.19,,,,,,,,,-629.79,3209.90,1617.19
rico,SANB11,C,swing,ação,15,2020-12-22,44.29,664.35,15,664.55,44.30,664.55,0.20,0.00,0.20,,,,,,,,,-664.55,2545.35,1617.19
clear,TSLA34,C,swing,bdr,10,2020-12-22,105.00,1050.00,40,3370.11,84.25,1050.32,0.32,0.00,0.32,,,,,,,,,-1050.32,2545.35,566.87
clear,BBSE3,C,swing,ação,6,2020-12-22,29.22,175.32,19,555.35,29.23,175.37,0.05,0.00,0.05,,,,,,,,,-175.37,2545.35,391.49
clear,BBSE3,C,swing,ação,13,2020-12-22,29.22,379.86,19,555.35,29.23,379.98,0.12,0.00,0.12,,,,,,,,,-379.98,2545.35,11.52
rico,BBAS3,J,,ação,40,2020-12-30,,,,0.00,,,0.00,,,,3.97,,,,,,,3.97,2549.32,11.52
rico,HGTX3,D,,ação,20,2020-12-30,,,,0.00,,,0.00,0.00,,,2.10,,,,,,,2.10,2551.42,11.52
rico,HGTX3,J,,ação,20,2020-12-30,,,,0.00,,,0.00,,,,1.96,,,,,,,1.96,2553.38,11.52
rico,PRIO3,C,swing,ação,20,2021-01-07,74.55,1491.00,20,1491.46,74.57,1491.46,0.46,0.00,0.46,,,,,,,,,-1491.46,1061.92,11.52
rico,ITSA4,D,,ação,99,2021-01-04,,,,0.00,,,0.00,,,,1.98,,,,,,,1.98,1063.90,11.52
rico,BBDC4,J,,ação,50,2021-01-04,,,,0.00,,,0.00,,,,0.80,,,,,,,0.80,1064.70,11.52
rico,BBDC4,J,,ação,50,2021-01-07,,,,0.00,,,0.00,,,,17.65,,,,,,,17.65,1082.35,11.52
rico,USIM5,C,swing,ação,60,2021-01-13,15.55,933.00,60,933.29,15.55,933.29,0.29,0.00,0.29,,,,,,,,,-933.29,130.62,11.52
rico,ABEV3,D,,ação,50,2021-01-28,,,50,780.24,15.60,,0.00,,,,3.83,,,,,,,3.83,134.45,11.52
rico,MRVE3,D,,ação,15,2021-01-28,,,,0.00,,,0.00,,,,3.10,,,,,,,3.10,137.55,11.52
rico,ITUB4,D,,ação,20,2021-02-01,,,,0.00,,,0.00,,,,0.30,,,,,,,0.30,137.85,11.52
rico,BBDC4,J,,ação,50,2021-02-01,,,,0.00,,,0.00,,,,0.80,,,,,,,0.80,138.65,11.52
rico,SANB11,J,,ação,15,2021-02-01,,,,0.00,,,0.00,,,,2.27,,,,,,,2.27,140.92,11.52
clear,AAPL34,D,,bdr,10,2021-02-19,,,,0.00,,,0.00,,,,0.74,,,,,,,0.74,140.92,12.26
clear,TSLA34,V,swing,bdr,40,2021-02-22,126.84,5073.60,0,0.00,84.25,5072.05,1.55,0.00,1.55,,,,,,1701.94,0.25,255.29,5071.79,140.92,5084.05
rico,TSLA34,V,swing,bdr,100,2021-02-22,126.84,12684.00,30,1916.85,63.90,12680.12,3.88,0.00,3.88,,,,,,6290.60,0.63,943.59,12679.48,12820.40,5084.05
clear,PETR4,C,swing,ação,50,2021-02-23,23.02,1151.00,50,1151.35,23.03,1151.35,0.35,0.00,0.35,,,,,,,,,-1151.35,12820.40,3932.70
rico,PETR4,C,swing,ação,50,2021-02-23,23.02,1151.00,110,2325.74,21.14,1151.35,0.35,0.00,0.35,,,,,,,,,-1151.35,11669.05,3932.70
clear,BBSE3,D,,ação,19,2021-02-25,,,,0.00,,,0.00,,,,9.04,,,,,,,9.04,11669.05,3941.74
clear,PETR4,C,swing,ação,40,2021-02-25,23.17,926.80,90,2078.44,23.09,927.08,0.28,0.00,0.28,,,,,,,,,-927.08,11669.05,3014.66
clear,TSLA34,C,swing,bdr,10,2021-02-25,117.60,1176.00,10,1176.36,117.64,1176.36,0.36,0.00,0.36,,,,,,,,,-1176.36,11669.05,1838.30
rico,ITUB4,D,,ação,20,2021-03-01,,,,0.00,,,0.00,,,,0.30,,,,,,,0.30,11669.35,1838.30
rico,BBDC4,J,,ação,50,2021-03-01,,,,0.00,,,0.00,,,,0.80,,,,,,,0.80,11670.15,1838.30
clear,WEGE3,C,swing,ação,10,2021-03-01,78.39,783.90,10,784.14,78.41,784.14,0.24,0.00,0.24,,,,,,,,,-784.14,11670.15,1054.16
clear,USIM5,V,swing,ação,20,2021-03-02,16.95,339.00,0,0.00,10.82,338.90,0.10,0.00,0.10,,,,,,122.43,0.02,18.36,338.90,11670.15,1393.05
clear,VALE3,V,swing,ação,11,2021-03-02,98.98,1088.78,0,0.00,61.10,1088.45,0.33,0.00,0.33,,,,,,416.36,0.05,62.45,1088.45,11670.15,2481.50
clear,STBP3,C,day,ação,100,2021-03-02,5.88,588.00,100,588.14,5.88,588.14,0.14,0.00,0.14,,,,,,,,,-588.14,11670.15,1893.36
clear,STBP3,V,day,ação,100,2021-03-02,5.90,590.00,0,0.00,5.88,589.86,0.14,0.00,0.14,,,,,,1.73,0.02,0.35,589.86,11670.15,2483.23
clear,STBP3,V,swing,ação,100,2021-03-02,5.90,590.00,100,523.16,5.23,589.82,0.18,0.00,0.18,,,,,,66.66,0.03,10.00,589.82,11670.15,3073.05
rico,SANB11,D,,ação,15,2021-03-03,,,,0.00,,,0.00,,,,2.06,,,,,,,2.06,11672.21,3073.05
rico,BBAS3,J,,ação,40,2021-03-03,,,,0.00,,,0.00,,,,14.78,,,,,,,14.78,11686.99,3073.05
clear,VVAR3,C,swing,ação,40,2021-03-05,11.82,472.80,40,472.94,11.82,472.94,0.14,0.00,0.14,,,,,,,,,-472.94,11686.99,2600.10
rico,PRIO3,V,swing,ação,20,2021-03-05,96.70,1934.00,0,0.00,74.57,1933.41,0.59,0.00,0.59,,,,,,441.95,0.10,66.29,1933.41,13620.40,2600.10
rico,TSLA34,C,swing,bdr,30,2021-03-05,99.30,2979.00,60,4896.77,81.61,2979.91,0.91,0.00,0.91,,,,,,,,,-2979.91,10640.49,2600.10
clear,VVAR3,C,swing,ação,60,2021-03-08,11.61,696.60,100,1169.76,11.70,696.81,0.21,0.00,0.21,,,,,,,,,-696.81,10640.49,1903.29
rico,TSLA34,V,swing,bdr,40,2021-03-08,106.20,4248.00,20,1632.26,81.61,4246.70,1.30,0.00,1.30,,,,,,982.19,0.21,147.33,4246.49,14886.97,1903.29
clear,VVAR3,V,swing,ação,100,2021-03-10,12.15,1215.00,0,0.00,11.70,1214.63,0.37,0.00,0.37,,,,,,44.87,0.06,6.73,1214.63,14886.97,3117.92
rico,TSLA34,V,swing,bdr,20,2021-03-10,120.26,2405.20,0,0.00,81.61,2404.46,0.74,0.00,0.74,,,,,,772.21,0.12,115.83,2404.34,17291.32,3117.92
rico,WEGE3,D,,ação,10,2021-03-10,,,,0.00,,,0.00,,,,3.49,,,,,,,3.49,17294.81,3117.92
rico,WEGE3,J,,ação,10,2021-03-10,,,,0.00,,,0.00,,,,0.31,,,,,,,0.31,17295.12,3117.92
rico,WEGE3,J,,ação,40,2021-03-10,,,,0.00,,,0.00,,,,1.17,,,,,,,1.17,17296.29,3117.92
clear,PRIO3,C,swing,ação,10,2021-03-11,91.69,916.90,10,917.18,91.72,917.18,0.28,0.00,0.28,,,,,,,,,-917.18,17296.29,2200.74
clear,STBP3,V,swing,ação,100,2021-03-11,6.27,627.00,0,0.00,5.23,626.81,0.19,0.00,0.19,,,,,,103.65,0.03,15.55,626.81,17296.29,2827.55
clear,CVCB3,V,swing,ação,99,2021-03-11,17.85,1767.15,0,0.00,18.61,1766.61,0.54,0.00,0.54,,,,,,-75.64,0.09,,1766.61,17296.29,4594.16
rico,ITUB4,D,,ação,20,2021-03-12,,,,0.00,,,0.00,,,,1.92,,,,,,,1.92,17298.21,4594.16
rico,ITSA4,J,,ação,99,2021-03-12,,,,0.00,,,0.00,,,,1.75,,,,,,,1.75,17299.96,4594.16
rico,ITUB4,J,,ação,20,2021-03-12,,,,0.00,,,0.00,,,,0.86,,,,,,,0.86,17300.82,4594.16
rico,ITUB4,J,,ação,20,2021-03-12,,,,0.00,,,0.00,,,,0.85,,,,,,,0.85,17301.67,4594.16
rico,VALE3,D,,ação,32,2021-03-15,,,,0.00,,,0.00,,,,109.62,,,,,,,109.62,17411.29,4594.16
rico,VALE3,J,,ação,32,2021-03-15,,,,0.00,,,0.00,,,,22.73,,,,,,,22.73,17434.02,4594.16
clear,VALE3,C,swing,ação,10,2021-03-23,92.16,921.60,10,921.88,92.19,921.88,0.28,0.00,0.28,,,,,,,,,-921.88,17434.02,3672.27
clear,TSLA34,C,swing,bdr,10,2021-03-23,114.37,1143.70,20,2320.41,116.02,1144.05,0.35,0.00,0.35,,,,,,,,,-1144.05,17434.02,2528.22
clear,AZUL4,C,swing,ação,30,2021-03-24,36.52,1095.60,30,1095.94,36.53,1095.94,0.34,0.00,0.34,,,,,,,,,-1095.94,17434.02,1432.29
clear,MELI34,C,swing,bdr,10,2021-03-24,64.64,646.40,10,646.60,64.66,646.60,0.20,0.00,0.20,,,,,,,,,-646.60,17434.02,785.69
rico,GGBR4,J,,ação,50,2021-03-25,,,,0.00,,,0.00,,,,5.53,,,,,,,5.53,17439.55,785.69
rico,GGBR4,J,,ação,50,2021-03-25,,,,0.00,,,0.00,,,,7.23,,,,,,,7.23,17446.78,785.69
rico,BBAS3,J,,ação,40,2021-03-31,,,,0.00,,,0.00,,,,4.95,,,,,,,4.95,17451.73,785.69
rico,ITSA4,D,,ação,99,2021-04-01,,,,0.00,,,0.00,,,,1.98,,,,,,,1.98,17453.71,785.69
rico,ITUB4,D,,ação,20,2021-04-01,,,,0.00,,,0.00,,,,0.30,,,,,,,0.30,17454.01,785.69
rico,BBDC4,D,,ação,50,2021-04-01,,,,0.00,,,0.00,,,,0.80,,,,,,,0.80,17454.81,785.69
clear,VALE3,V,swing,ação,10,2021-04-15,108.50,1085.00,0,0.00,92.19,1084.67,0.33,0.00,0.33,,,,,,162.79,0.05,24.42,1084.67,17454.81,1870.36
rico,USIM5,V,swing,ação,60,2021-04-15,20.80,1248.00,0,0.00,15.55,1247.62,0.38,0.00,0.38,,,,,,314.33,0.06,47.15,1247.62,18702.43,1870.36
rico,HGTX3,V,swing,ação,60,2021-04-15,21.85,1311.00,0,0.00,17.37,1310.60,0.40,0.00,0.40,,,,,,268.68,0.07,40.30,1310.60,20013.02,1870.36
clear,AAPL34,V,swing,bdr,10,2021-04-19,74.90,749.00,0,0.00,63.37,748.77,0.23,0.00,0.23,,,,,,115.08,0.04,17.26,748.73,20013.02,2619.09
clear,TSLA34,V,swing,bdr,20,2021-04-19,124.11,2482.20,0,0.00,116.02,2481.44,0.76,0.00,0.76,,,,,,161.03,0.12,24.15,2481.32,20013.02,5100.41
clear,VALE3,C,swing,ação,10,2021-04-27,110.01,1100.10,10,1100.44,110.04,1100.44,0.34,0.00,0.34,,,,,,,,,-1100.44,20013.02,3999.97
clear,TSLA34,C,swing,bdr,20,2021-04-27,121.30,2426.00,20,2426.74,121.34,2426.74,0.74,0.00,0.74,,,,,,,,,-2426.74,20013.02,1573.23
rico,WEGE3,S,swing,ação,2,2021-04-28,,,20,766.88,38.34,,0.00,,0.00,,,,,,,,,0.00,20013.02,1573.23
clear,WEGE3,S,swing,ação,2,2021-04-28,,,20,784.14,39.21,,0.00,,0.00,,,,,,,,,0.00,20013.02,1573.23
clear,PETR4,D,,ação,90,2021-04-29,,,,0.00,,,0.00,,,,0.38,,,,,,,0.38,20013.02,1573.61
clear,PETR4,D,,ação,90,2021-04-29,,,,0.00,,,0.00,,,,70.87,,,,,,,70.87,20013.02,1644.48
rico,PETR4,D,,ação,110,2021-04-29,,,,0.00,,,0.00,,,,86.61,,,,,,,86.61,20099.63,1644.48
rico,PETR4,D,,ação,110,2021-04-29,,,,0.00,,,0.00,,,,0.46,,,,,,,0.46,20100.09,1644.48
clear,USIM5,C,swing,ação,26,2021-04-29,22.22,577.72,26,577.90,22.23,577.90,0.18,0.00,0.18,,,,,,,,,-577.90,20100.09,1066.58
clear,AAPL34,C,swing,bdr,15,2021-04-30,70.50,1057.50,15,1057.82,70.52,1057.82,0.32,0.00,0.32,,,,,,,,,-1057.82,20100.09,8.76
rico,ITUB4,D,,ação,20,2021-05-03,,,,0.00,,,0.00,,,,0.30,,,,,,,0.30,20100.39,8.76
rico,BBDC4,J,,ação,50,2021-05-03,,,,0.00,,,0.00,,,,0.80,,,,,,,0.80,20101.19,8.76
clear,MGLU3,J,,ação,30,2021-05-05,,,,0.00,,,0.00,,,,0.67,,,,,,,0.67,20101.19,9.43
rico,PRIO3,S,swing,ação,5,2021-05-06,,,0,0.00,14.91,,0.00,,0.00,,,,,,,,,0.00,20101.19,9.43
clear,PRIO3,S,swing,ação,5,2021-05-06,,,50,917.18,18.34,,0.00,,0.00,,,,,,,,,0.00,20101.19,9.43
clear,LREN3,J,,ação,30,2021-05-07,,,,0.00,,,0.00,,,,1.80,,,,,,,1.80,20101.19,11.23
clear,AAPL34,D,,bdr,15,2021-05-19,,,,0.00,,,0.00,,,,1.17,,,,,,,1.17,20101.19,12.40
