corretora,ativo,op,classe,tipo,qtde,data,preco,valor,posicao,custo_atual,custo_medio,total,taxas,txcorr,txbolsa,txaluguel,prov,jcp,divid,rentabilidade,lucro,irrf,ir,extrato,saldo_rico,saldo_clear
rico,CASH3,C,swing,ação,4000,2021-12-16,3.16,12640.00,0,0.00,-3.25,12643.87,3.87,0.00,3.87,,,,,,358.97,,,-12643.87,50980.27,123.85
rico,DMVF3,V,swing,ação,100,2021-12-16,4.71,471.00,0,0.00,11.02,470.86,0.14,0.00,0.14,,,,,,-631.48,0.02,,470.86,51451.12,123.85
rico,TSLA34,C,swing,bdr,50,2021-12-16,165.77,8288.50,50,8291.04,165.82,8291.04,2.54,0.00,2.54,,,,,,,,,-8291.04,43160.08,123.85
itau,CPTS11,R,,fii,20,2021-12-17,,,,0.00,,,0.00,,,,20.00,,,,,,,,43160.08,123.85
rico,BIDI11,C,swing,ação,100,2021-12-17,30.29,3029.00,100,3029.93,30.30,3029.93,0.93,0.00,0.93,,,,,,,,,-3029.93,40130.16,123.85
rico,CVCB3,C,swing,ação,100,2021-12-20,13.97,1397.00,100,1397.43,13.97,1397.43,0.43,0.00,0.43,,,,,,,,,-1397.43,38732.73,123.85
rico,CVCB3,C,swing,ação,100,2021-12-20,13.89,1389.00,200,2786.85,13.93,1389.43,0.43,0.00,0.43,,,,,,,,,-1389.43,37343.31,123.85
rico,GGBR4,C,swing,ação,100,2021-12-20,27.32,2732.00,100,2732.84,27.33,2732.84,0.84,0.00,0.84,,,,,,,,,-2732.84,34610.47,123.85
rico,PETR4,C,swing,ação,100,2021-12-20,27.78,2778.00,100,2778.85,27.79,2778.85,0.85,0.00,0.85,,,,,,,,,-2778.85,31831.62,123.85
rico,PRIO3,C,swing,ação,100,2021-12-20,18.78,1878.00,100,1878.57,18.79,1878.57,0.57,0.00,0.57,,,,,,,,,-1878.57,29953.04,123.85
rico,PRIO3,C,swing,ação,100,2021-12-20,19.02,1902.00,200,3781.16,18.91,1902.58,0.58,0.00,0.58,,,,,,,,,-1902.58,28050.46,123.85
rico,PRIO3,C,swing,ação,100,2021-12-20,19.08,1908.00,300,5689.74,18.97,1908.58,0.58,0.00,0.58,,,,,,,,,-1908.58,26141.88,123.85
rico,ITSA4,C,swing,ação,100,2021-12-21,8.92,892.00,100,892.27,8.92,892.27,0.27,0.00,0.27,,,,,,,,,-892.27,25249.61,123.85
rico,COGN3,C,swing,ação,300,2021-12-22,2.47,741.00,300,741.23,2.47,741.23,0.23,0.00,0.23,,,,,,,,,-741.23,24508.38,123.85
rico,EMBR3,V,swing,ação,100,2021-12-22,23.12,2312.00,-100,-2311.29,-23.11,2311.29,0.71,0.00,0.71,,,,,,,0.12,0.00,2311.29,26819.67,123.85
rico,MGLU3,C,swing,ação,200,2021-12-22,6.16,1232.00,200,1232.38,6.16,1232.38,0.38,0.00,0.38,,,,,,,,,-1232.38,25587.29,123.85
rico,COGN3,C,swing,ação,500,2021-12-23,2.41,1205.00,800,1946.60,2.43,1205.37,0.37,0.00,0.37,,,,,,,,,-1205.37,24381.93,123.85
rico,EMBR3,V,swing,ação,100,2021-12-23,24.25,2425.00,-200,-4735.55,-23.68,2424.26,0.74,0.00,0.74,,,,,,,0.12,0.00,2424.26,26806.18,123.85
rico,BIDI11,C,swing,ação,100,2021-12-27,28.79,2879.00,200,5909.81,29.55,2879.88,0.88,0.00,0.88,,,,,,,,,-2879.88,23926.30,123.85
itau,,E,,,,2021-12-27,,8900.00,,0.00,,8900.00,0.00,,,,,,,,,,,8900.00,23926.30,123.85
itau,CXCE11B,C,swing,fii,67,2021-12-27,44.40,2974.80,67,2975.71,44.41,2975.71,0.91,0.00,0.91,,,,,,,,,-2975.71,23926.30,123.85
itau,MAXR11,C,swing,fii,33,2021-12-27,83.79,2765.07,33,2765.92,83.82,2765.92,0.85,0.00,0.85,,,,,,,,,-2765.92,23926.30,123.85
itau,MAXR11,C,swing,fii,2,2021-12-27,83.78,167.56,35,2933.53,83.82,167.61,0.05,0.00,0.05,,,,,,,,,-167.61,23926.30,123.85
itau,QAMI11,C,swing,fii,10,2021-12-27,96.80,968.00,10,968.30,96.83,968.30,0.30,0.00,0.30,,,,,,,,,-968.30,23926.30,123.85
itau,VSLH11,C,swing,fii,208,2021-12-27,9.59,1994.72,208,1995.33,9.59,1995.33,0.61,0.00,0.61,,,,,,,,,-1995.33,23926.30,123.85
rico,COGN3,C,swing,ação,800,2021-12-28,2.38,1904.00,1600,3851.18,2.41,1904.58,0.58,0.00,0.58,,,,,,,,,-1904.58,22021.72,123.85
rico,EMBR3,V,swing,ação,100,2021-12-28,24.65,2465.00,-300,-7199.80,-24.00,2464.25,0.75,0.00,0.75,,,,,,,0.12,0.00,2464.25,24485.97,123.85
rico,TSLA34,V,swing,bdr,50,2021-12-28,192.10,9605.00,0,0.00,165.82,9602.06,2.94,0.00,2.94,,,,,,1311.02,0.48,196.65,9601.58,34087.55,123.85
rico,USIM5,J,,ação,296,2021-12-30,,,,0.00,,,0.00,,,,48.55,,,,,,,48.55,34136.10,123.85
rico,ITUB4,J,,ação,20,2022-01-03,,,,0.00,,,0.00,,,,0.30,,,,,,,0.30,34136.40,123.85
rico,ITSA4,J,,ação,99,2022-01-03,,,,0.00,,,0.00,,,,1.98,,,,,,,1.98,34138.38,123.85
rico,BBDC4,J,,ação,55,2022-01-03,,,,0.00,,,0.00,,,,0.89,,,,,,,0.89,34139.27,123.85
rico,TSLA34,C,swing,bdr,60,2022-01-03,197.00,11820.00,60,11823.62,197.06,11823.62,3.62,0.00,3.62,,,,,,,,,-11823.62,22315.65,123.85
rico,TSLA34,C,swing,bdr,20,2022-01-03,197.65,3953.00,80,15777.83,197.22,3954.21,1.21,0.00,1.21,,,,,,,,,-3954.21,18361.44,123.85
rico,COGN3,C,swing,ação,600,2022-01-04,2.36,1416.00,2200,5267.61,2.39,1416.43,0.43,0.00,0.43,,,,,,,,,-1416.43,16945.01,123.85
rico,CASH3,C,swing,ação,200,2022-01-05,2.74,548.00,200,548.17,2.74,548.17,0.17,0.00,0.17,,,,,,,,,-548.17,16396.84,123.85
rico,CASH3,C,swing,ação,700,2022-01-05,2.75,1925.00,900,2473.76,2.75,1925.59,0.59,0.00,0.59,,,,,,,,,-1925.59,14471.25,123.85
rico,CASH3,C,swing,ação,400,2022-01-05,2.67,1068.00,1300,3542.08,2.72,1068.33,0.33,0.00,0.33,,,,,,,,,-1068.33,13402.92,123.85
rico,COGN3,C,swing,ação,500,2022-01-05,2.17,1085.00,2700,6352.94,2.35,1085.33,0.33,0.00,0.33,,,,,,,,,-1085.33,12317.59,123.85
rico,COGN3,C,swing,ação,500,2022-01-05,2.18,1090.00,3200,7443.28,2.33,1090.33,0.33,0.00,0.33,,,,,,,,,-1090.33,11227.26,123.85
rico,COGN3,C,swing,ação,500,2022-01-05,2.24,1120.00,3700,8563.62,2.31,1120.34,0.34,0.00,0.34,,,,,,,,,-1120.34,10106.92,123.85
rico,COGN3,C,swing,ação,500,2022-01-05,2.21,1105.00,4200,9668.96,2.30,1105.34,0.34,0.00,0.34,,,,,,,,,-1105.34,9001.58,123.85
rico,COGN3,C,swing,ação,500,2022-01-05,2.23,1115.00,4700,10784.30,2.29,1115.34,0.34,0.00,0.34,,,,,,,,,-1115.34,7886.24,123.85
rico,COGN3,C,swing,ação,500,2022-01-05,2.22,1110.00,5200,11894.64,2.29,1110.34,0.34,0.00,0.34,,,,,,,,,-1110.34,6775.90,123.85
itau,,E,,,,2021-12-27,,3010.00,,0.00,,3010.00,0.00,,,,,,,,,,,3010.00,6775.90,123.85
itau,URPR11,C,swing,fii,27,2022-01-05,111.42,3008.34,27,3009.26,111.45,3009.26,0.92,0.00,0.92,,,,,,,,,-3009.26,6775.90,123.85
rico,,E,,,,2022-01-06,,4000.00,,0.00,,4000.00,0.00,,,,,,,,,,,4000.00,10775.90,123.85
itau,HABT11,R,,fii,10,2022-01-12,,,,0.00,,,0.00,,,,13.00,,,,,,,,10775.90,123.85
itau,XPCI11,R,,fii,20,2022-01-14,,,,0.00,,,0.00,,,,19.40,,,,,,,,10775.90,123.85
itau,VSLH11,R,,fii,208,2022-01-14,,,,0.00,,,0.00,,,,24.96,,,,,,,,10775.90,123.85
itau,QAMI11,R,,fii,10,2022-01-14,,,,0.00,,,0.00,,,,15.40,,,,,,,,10775.90,123.85
itau,MAXR11,R,,fii,35,2022-01-14,,,,0.00,,,0.00,,,,24.63,,,,,,,,10775.90,123.85
itau,CXCE11B,R,,fii,67,2022-01-14,,,,0.00,,,0.00,,,,24.92,,,,,,,,10775.90,123.85
itau,IRDM11,R,,fii,10,2022-01-18,,,,0.00,,,0.00,,,,14.25,,,,,,,,10775.90,123.85
rico,PETR4,V,swing,ação,100,2022-01-18,31.10,3110.00,0,0.00,27.79,3109.05,0.95,0.00,0.95,,,,,,330.20,0.16,49.53,3109.05,13884.94,123.85
rico,PETR4,V,swing,ação,200,2022-01-18,31.10,6220.00,-200,-6186.12,-30.93,6186.12,33.88,0.00,1.90,31.98,,,,,,0.31,0.00,6186.12,20071.06,123.85
itau,CPTS11,R,,fii,20,2022-01-19,,,,0.00,,,0.00,,,,22.00,,,,,,,,20071.06,123.85
rico,PETR4,V,swing,ação,100,2022-01-25,33.00,3300.00,-300,-9485.11,-31.62,3298.99,1.01,0.00,1.01,,,,,,,0.17,0.00,3298.99,23370.05,123.85
rico,PETR4,V,swing,ação,100,2022-01-25,33.05,3305.00,-400,-12789.10,-31.97,3303.99,1.01,0.00,1.01,,,,,,,0.17,0.00,3303.99,26674.04,123.85
rico,COGN3,V,swing,ação,2000,2022-01-26,2.60,5200.00,3200,7319.78,2.29,5198.41,1.59,0.00,1.59,,,,,,623.55,0.26,93.53,5198.41,31872.45,123.85
rico,COGN3,V,swing,ação,1200,2022-01-26,2.54,3048.00,2000,4574.86,2.29,3047.07,0.93,0.00,0.93,,,,,,302.15,0.15,45.32,3047.07,34919.52,123.85
rico,MRVE3,V,swing,ação,200,2022-01-26,13.37,2674.00,-200,-2673.18,-13.37,2673.18,0.82,0.00,0.82,,,,,,,0.13,0.00,2673.18,37592.70,123.85
rico,MRVE3,V,swing,ação,300,2022-01-26,13.30,3990.00,-500,-6661.96,-13.32,3988.78,1.22,0.00,1.22,,,,,,,0.20,0.00,3988.78,41581.48,123.85
rico,MRVE3,V,swing,ação,300,2022-01-26,13.33,3999.00,-800,-10659.74,-13.32,3997.78,1.22,0.00,1.22,,,,,,,0.20,0.00,3997.78,45579.25,123.85
rico,MRVE3,V,swing,ação,300,2022-01-26,13.31,3993.00,-1100,-14651.52,-13.32,3991.78,1.22,0.00,1.22,,,,,,,0.20,0.00,3991.78,49571.03,123.85
rico,PETR4,V,swing,ação,100,2022-01-26,34.16,3416.00,-500,-16204.05,-32.41,3414.95,1.05,0.00,1.05,,,,,,,0.17,0.00,3414.95,52985.99,123.85
rico,PETR4,V,swing,ação,100,2022-01-26,33.97,3397.00,-600,-19600.01,-32.67,3395.96,1.04,0.00,1.04,,,,,,,0.17,0.00,3395.96,56381.95,123.85
rico,EMBR3,C,swing,ação,300,2022-01-27,19.97,5991.00,0,0.00,-24.00,6029.93,38.93,0.00,1.83,37.10,,,,,1169.86,,,-6029.93,50352.01,123.85
clear,LWSA3,V,swing,ação,70,2022-01-31,9.68,677.60,0,0.00,16.29,677.39,0.21,0.00,0.21,,,,,,-463.26,0.03,,677.39,50352.01,801.24
clear,VALE3,C,swing,ação,10,2022-01-31,81.06,810.60,20,1911.28,95.56,810.85,0.25,0.00,0.25,,,,,,,,,-810.85,50352.01,-9.61
rico,COGN3,V,swing,ação,2000,2022-02-01,2.70,5400.00,0,0.00,2.29,5398.35,1.65,0.00,1.65,,,,,,823.49,0.27,123.52,5398.35,55750.36,-9.61
rico,BIDI11,V,swing,ação,100,2022-02-02,28.90,2890.00,100,2954.90,29.55,2889.12,0.88,0.00,0.88,,,,,,-65.79,0.14,,2889.12,58639.48,-9.61
rico,AMZO34,C,swing,bdr,20,2022-02-03,97.65,1953.00,20,1953.60,97.68,1953.60,0.60,0.00,0.60,,,,,,,,,-1953.60,56685.88,-9.61
rico,EGIE3,V,swing,ação,100,2022-02-03,40.74,4074.00,-100,-4072.75,-40.73,4072.75,1.25,0.00,1.25,,,,,,,0.20,0.00,4072.75,60758.63,-9.61
rico,FBOK34,C,swing,bdr,40,2022-02-03,46.05,1842.00,40,1842.56,46.06,1842.56,0.56,0.00,0.56,,,,,,,,,-1842.56,58916.07,-9.61
rico,COGN3,V,swing,ação,1000,2022-02-07,2.41,2410.00,-1000,-2409.26,-2.41,2409.26,0.74,0.00,0.74,,,,,,,0.12,0.00,2409.26,61325.33,-9.61
rico,COGN3,V,swing,ação,1000,2022-02-07,2.39,2390.00,-2000,-4798.53,-2.40,2389.27,0.73,0.00,0.73,,,,,,,0.12,0.00,2389.27,63714.60,-9.61
rico,EGIE3,V,swing,ação,100,2022-02-09,40.37,4037.00,-200,-8108.52,-40.54,4035.76,1.24,0.00,1.24,,,,,,,0.20,0.00,4035.76,67750.36,-9.61
rico,PETR4,V,swing,ação,100,2022-02-09,32.69,3269.00,-700,-22868.01,-32.67,3268.00,1.00,0.00,1.00,,,,,,,0.16,0.00,3268.00,71018.36,-9.61
itau,HABT11,R,,fii,10,2022-02-11,,,,0.00,,,0.00,,,,12.00,,,,,,,,71018.36,-9.61
clear,AZUL4,V,swing,ação,36,2022-02-11,28.40,1022.40,0,0.00,30.96,1022.09,0.31,0.00,0.31,,,,,,-92.45,0.05,,1022.09,71018.36,1012.48
rico,ITUB4,V,swing,ação,100,2022-02-11,26.42,2642.00,-100,-2641.19,-26.41,2641.19,0.81,0.00,0.81,,,,,,,0.13,0.00,2641.19,73659.56,1012.48
rico,ITUB4,V,swing,ação,100,2022-02-11,26.50,2650.00,-200,-5290.38,-26.45,2649.19,0.81,0.00,0.81,,,,,,,0.13,0.00,2649.19,76308.74,1012.48
rico,ITUB4,V,swing,ação,100,2022-02-11,26.87,2687.00,-300,-7976.56,-26.59,2686.18,0.82,0.00,0.82,,,,,,,0.13,0.00,2686.18,78994.92,1012.48
rico,ITUB4,V,swing,ação,100,2022-02-11,26.40,2640.00,-400,-10615.75,-26.54,2639.19,0.81,0.00,0.81,,,,,,,0.13,0.00,2639.19,81634.11,1012.48
rico,PETR4,V,swing,ação,100,2022-02-11,32.89,3289.00,-800,-26156.00,-32.70,3287.99,1.01,0.00,1.01,,,,,,,0.16,0.00,3287.99,84922.11,1012.48
rico,PETR4,V,swing,ação,100,2022-02-11,33.17,3317.00,-900,-29471.99,-32.75,3315.98,1.02,0.00,1.02,,,,,,,0.17,0.00,3315.98,88238.09,1012.48
rico,PETR4,V,swing,ação,100,2022-02-11,33.52,3352.00,-1000,-32822.96,-32.82,3350.97,1.03,0.00,1.03,,,,,,,0.17,0.00,3350.97,91589.07,1012.48
rico,TSLA34,C,swing,bdr,15,2022-02-11,144.76,2171.40,95,17949.89,188.95,2172.06,0.66,0.00,0.66,,,,,,,,,-2172.06,89417.00,1012.48
itau,XPCI11,R,,fii,20,2022-02-14,,,,0.00,,,0.00,,,,22.00,,,,,,,,89417.00,1012.48
itau,VSLH11,R,,fii,208,2022-02-14,,,,0.00,,,0.00,,,,22.88,,,,,,,,89417.00,1012.48
itau,URPR11,R,,fii,27,2022-02-14,,,,0.00,,,0.00,,,,44.01,,,,,,,,89417.00,1012.48
itau,QAMI11,R,,fii,10,2022-02-14,,,,0.00,,,0.00,,,,12.60,,,,,,,,89417.00,1012.48
itau,MAXR11,R,,fii,35,2022-02-14,,,,0.00,,,0.00,,,,23.59,,,,,,,,89417.00,1012.48
itau,CXCE11B,R,,fii,67,2022-02-15,,,,0.00,,,0.00,,,,24.63,,,,,,,,89417.00,1012.48
rico,BIDI11,V,swing,ação,100,2022-02-15,27.52,2752.00,0,0.00,29.55,2751.16,0.84,0.00,0.84,,,,,,-203.75,0.14,,2751.16,92168.16,1012.48
itau,IRDM11,R,,fii,10,2022-02-16,,,,0.00,,,0.00,,,,10.84,,,,,,,,89417.00,1012.48
clear,AAPL34,D,,bdr,15,2022-02-16,,,,0.00,,,0.00,,,,1.16,,,,,,,1.16,89417.00,1013.64
itau,CPTS11,R,,fii,20,2022-02-17,,,,0.00,,,0.00,,,,22.00,,,,,,,,89417.00,1013.64
clear,BBSE3,R,,ação,19,2022-02-23,,,,0.00,,,0.00,,,,0.19,,,,,,,,89417.00,1013.64
clear,BBSE3,D,,ação,19,2022-02-23,,,,0.00,,,0.00,,,,17.42,,,,,,,17.42,89417.00,1031.06
rico,COGN3,C,swing,ação,2000,2022-02-24,2.24,4480.00,0,0.00,-2.40,4525.87,45.87,0.00,1.37,44.50,,,,,272.66,,,-4525.87,87642.29,1012.48
rico,ITUB4,C,swing,ação,200,2022-02-24,24.65,4930.00,-200,-5307.88,-26.54,4931.51,1.51,0.00,1.51,,,,,,376.37,,,-4931.51,82710.78,1012.48
rico,ITUB4,C,swing,ação,200,2022-02-24,24.75,4950.00,0,0.00,-26.54,5008.29,58.29,0.00,1.51,56.78,,,,,299.58,,,-5008.29,77702.49,1012.48
rico,MRVE3,C,swing,ação,600,2022-02-24,11.80,7080.00,-500,-6659.78,-13.32,7122.15,42.15,0.00,2.17,39.98,,,,,869.59,,,-7122.15,70580.34,1012.48
rico,PETR4,V,swing,ação,100,2022-03-02,35.26,3526.00,-1100,-36347.88,-33.04,3524.92,1.08,0.00,1.08,,,,,,,0.18,0.00,3524.92,74105.26,1012.48
rico,MRVE3,C,swing,ação,500,2022-03-04,11.51,5755.00,0,0.00,-13.32,5756.76,1.76,0.00,1.76,,,,,,903.02,,,-5756.76,68348.50,1012.48
rico,EMBR3,C,swing,ação,100,2022-03-10,14.03,1403.00,100,1403.43,14.03,1403.43,0.43,0.00,0.43,,,,,,,,,-1403.43,66945.07,1012.48
clear,VALE3,C,swing,ação,11,2022-03-10,94.42,1038.62,31,2950.22,95.17,1038.94,0.32,0.00,0.32,,,,,,,,,-1038.94,66945.07,-26.46
rico,MRVE3,C,swing,ação,200,2022-03-11,10.56,2112.00,200,2112.65,10.56,2112.65,0.65,0.00,0.65,,,,,,,,,-2112.65,64832.42,-26.46
rico,MRVE3,C,swing,ação,100,2022-03-11,10.42,1042.00,300,3154.97,10.52,1042.32,0.32,0.00,0.32,,,,,,,,,-1042.32,63790.11,-26.46
rico,EGIE3,V,swing,ação,200,2022-03-17,40.77,8154.00,-400,-16260.02,-40.65,8151.50,2.50,0.00,2.50,,,,,,,0.41,0.00,8151.50,71941.61,-26.46
rico,EGIE3,C,swing,ação,100,2022-03-17,40.96,4096.00,-300,-12195.02,-40.65,4097.25,1.25,0.00,1.25,,,,,,-32.25,,,-4097.25,67844.36,-26.46
rico,PETR4,C,swing,ação,400,2022-03-17,30.15,12060.00,-700,-23130.47,-33.04,12063.69,3.69,0.00,3.69,,,,,,1153.72,,,-12063.69,55780.67,-26.46
rico,PETR4,C,swing,ação,400,2022-03-17,30.35,12140.00,-300,-9913.06,-33.04,12143.71,3.71,0.00,3.71,,,,,,1073.70,,,-12143.71,43636.95,-26.46
rico,PETR4,C,swing,ação,300,2022-03-17,29.94,8982.00,0,0.00,-33.04,8984.75,2.75,0.00,2.75,,,,,,928.31,,,-8984.75,34652.20,-26.46
rico,EGIE3,V,swing,ação,100,2022-03-22,42.20,4220.00,-500,-20478.73,-40.96,4218.71,1.29,0.00,1.29,,,,,,,0.21,0.00,4218.71,38870.91,-26.46
rico,EGIE3,V,swing,ação,100,2022-03-22,41.85,4185.00,-600,-24662.45,-41.10,4183.72,1.28,0.00,1.28,,,,,,,0.21,0.00,4183.72,43054.63,-26.46
rico,EGIE3,V,swing,ação,100,2022-03-24,42.99,4299.00,-700,-28960.14,-41.37,4297.68,1.32,0.00,1.32,,,,,,,0.21,0.00,4297.68,47352.32,-26.46
rico,MRVE3,V,swing,ação,200,2022-03-24,12.65,2530.00,100,1051.66,10.52,2529.23,0.77,0.00,0.77,,,,,,425.92,0.13,63.89,2529.23,49881.54,-26.46
rico,MRVE3,V,swing,ação,100,2022-03-24,12.60,1260.00,0,0.00,10.52,1259.61,0.39,0.00,0.39,,,,,,207.96,0.06,31.19,1259.61,51141.16,-26.46
rico,MRVE3,V,swing,ação,400,2022-03-24,12.60,5040.00,-400,-5038.46,-12.60,5038.46,1.54,0.00,1.54,,,,,,,0.25,0.00,5038.46,54920.00,-26.46
rico,MRVE3,V,swing,ação,200,2022-03-24,12.62,2524.00,-600,-7561.69,-12.60,2523.23,0.77,0.00,0.77,,,,,,,0.13,0.00,2523.23,57443.23,-26.46
rico,MRVE3,V,swing,ação,200,2022-03-24,12.72,2544.00,-800,-10104.91,-12.63,2543.22,0.78,0.00,0.78,,,,,,,0.13,0.00,2543.22,59986.45,-26.46
rico,COGN3,V,swing,ação,1200,2022-03-25,2.73,3276.00,-1200,-3275.00,-2.73,3275.00,1.00,0.00,1.00,,,,,,,0.16,0.00,3275.00,63261.45,-26.46
rico,COGN3,V,swing,ação,1500,2022-03-25,2.64,3960.00,-2700,-7233.79,-2.68,3958.79,1.21,0.00,1.21,,,,,,,0.20,0.00,3958.79,67220.23,-26.46
rico,COGN3,V,swing,ação,1500,2022-03-25,2.61,3915.00,-4200,-11147.59,-2.65,3913.80,1.20,0.00,1.20,,,,,,,0.20,0.00,3913.80,71134.04,-26.46
rico,EGIE3,V,swing,ação,100,2022-03-25,43.55,4355.00,-800,-33313.80,-41.64,4353.67,1.33,0.00,1.33,,,,,,,0.22,0.00,4353.67,75487.70,-26.46
rico,EGIE3,V,swing,ação,100,2022-03-25,43.85,4385.00,-900,-37697.46,-41.89,4383.66,1.34,0.00,1.34,,,,,,,0.22,0.00,4383.66,79871.36,-26.46
rico,EGIE3,V,swing,ação,100,2022-03-25,43.75,4375.00,-1000,-42071.12,-42.07,4373.66,1.34,0.00,1.34,,,,,,,0.22,0.00,4373.66,84245.02,-26.46
rico,EGIE3,V,swing,ação,200,2022-03-25,43.69,8738.00,-1200,-50806.45,-42.34,8735.33,2.67,0.00,2.67,,,,,,,0.44,0.00,8735.33,92980.35,-26.46
rico,MRVE3,V,swing,ação,300,2022-03-25,13.02,3906.00,-1100,-14009.71,-12.74,3904.80,1.20,0.00,1.20,,,,,,,0.20,0.00,3904.80,96885.15,-26.46
rico,MRVE3,V,swing,ação,500,2022-03-25,13.01,6505.00,-1600,-20512.72,-12.82,6503.01,1.99,0.00,1.99,,,,,,,0.33,0.00,6503.01,103388.16,-26.46
rico,COGN3,V,swing,ação,1500,2022-03-28,2.84,4260.00,-5700,-15406.28,-2.70,4258.70,1.30,0.00,1.30,,,,,,,0.21,0.00,4258.70,107646.86,-26.46
rico,COGN3,V,swing,ação,1800,2022-03-29,2.90,5220.00,-7500,-20624.69,-2.75,5218.40,1.60,0.00,1.60,,,,,,,0.26,0.00,5218.40,112865.26,-26.46
rico,EGIE3,V,swing,ação,200,2022-03-29,44.00,8800.00,-1400,-59603.76,-42.57,8797.31,2.69,0.00,2.69,,,,,,,0.44,0.00,8797.31,121662.57,-26.46
rico,MRVE3,V,swing,ação,400,2022-03-29,13.10,5240.00,-2000,-25751.12,-12.88,5238.40,1.60,0.00,1.60,,,,,,,0.26,0.00,5238.40,126900.97,-26.46
rico,MRVE3,V,swing,ação,400,2022-03-29,13.07,5228.00,-2400,-30977.52,-12.91,5226.40,1.60,0.00,1.60,,,,,,,0.26,0.00,5226.40,132127.37,-26.46
rico,MRVE3,V,swing,ação,600,2022-03-29,13.38,8028.00,-3000,-39003.06,-13.00,8025.54,2.46,0.00,2.46,,,,,,,0.40,0.00,8025.54,140152.91,-26.46
rico,CVCB3,V,swing,ação,200,2022-03-30,17.00,3400.00,0,0.00,13.93,3398.96,1.04,0.00,1.04,,,,,,612.11,0.17,91.82,3398.96,143551.87,-26.46
clear,CVCB3,V,swing,ação,80,2022-03-30,16.89,1351.20,0,0.00,15.98,1350.79,0.41,0.00,0.41,,,,,,72.00,0.07,10.80,1350.79,143551.87,1324.33
rico,COGN3,V,swing,ação,1000,2022-04-01,3.02,3020.00,-8500,-23643.76,-2.78,3019.08,0.92,0.00,0.92,,,,,,,0.15,0.00,3019.08,146570.95,1324.33
rico,MRVE3,V,swing,ação,300,2022-04-01,13.35,4005.00,-3300,-43006.84,-13.03,4003.77,1.23,0.00,1.23,,,,,,,0.20,0.00,4003.77,150574.72,1324.33
rico,COGN3,V,swing,ação,1000,2022-04-04,3.08,3080.00,-9500,-26722.82,-2.81,3079.06,0.94,0.00,0.94,,,,,,,0.15,0.00,3079.06,153653.78,1324.33
rico,MRVE3,C,swing,ação,500,2022-04-07,11.67,5835.00,-2800,-36490.65,-13.03,5836.79,1.79,0.00,1.79,,,,,,679.40,,,-5836.79,147816.99,1324.33
rico,MRVE3,C,swing,ação,500,2022-04-08,11.43,5715.00,-2300,-29974.46,-13.03,5716.75,1.75,0.00,1.75,,,,,,799.44,,,-5716.75,142100.24,1324.33
rico,MRVE3,C,swing,ação,300,2022-04-11,11.23,3369.00,-2000,-26064.75,-13.03,3370.03,1.03,0.00,1.03,,,,,,539.68,,,-3370.03,138730.21,1324.33
itau,MAXR11,V,swing,fii,2,2022-04-13,80.72,161.44,33,2765.90,83.82,161.39,0.05,0.00,0.05,,,,,,-6.24,0.01,,161.39,138730.21,1324.33
itau,MAXR11,V,swing,fii,1,2022-04-13,80.71,80.71,32,2682.08,83.82,80.69,0.02,0.00,0.02,,,,,,-3.13,0.00,,80.69,138730.21,1324.33
itau,MAXR11,V,swing,fii,16,2022-04-13,80.70,1291.20,16,1341.04,83.82,1290.80,0.40,0.00,0.40,,,,,,-50.24,0.06,,1290.80,138730.21,1324.33
itau,MAXR11,V,swing,fii,5,2022-04-13,80.74,403.70,11,921.97,83.82,403.58,0.12,0.00,0.12,,,,,,-15.50,0.02,,403.58,138730.21,1324.33
itau,MAXR11,V,swing,fii,1,2022-04-13,80.73,80.73,10,838.15,83.82,80.71,0.02,0.00,0.02,,,,,,-3.11,0.00,,80.71,138730.21,1324.33
itau,MAXR11,V,swing,fii,6,2022-04-13,80.67,484.02,4,335.26,83.82,483.87,0.15,0.00,0.15,,,,,,-19.02,0.02,,483.87,138730.21,1324.33
itau,MAXR11,V,swing,fii,4,2022-04-13,80.80,323.20,0,0.00,83.82,323.10,0.10,0.00,0.10,,,,,,-12.16,0.02,,323.10,138730.21,1324.33
itau,RECR11,C,swing,fii,30,2022-04-13,99.85,2995.50,30,2996.42,99.88,2996.42,0.92,0.00,0.92,,,,,,,,,-2996.42,138730.21,1324.33
rico,MRVE3,C,swing,ação,700,2022-04-14,11.23,7861.00,-1300,-16942.09,-13.03,7863.41,2.41,0.00,2.41,,,,,,1259.26,,,-7863.41,130866.81,1324.33
rico,MRVE3,C,swing,ação,1000,2022-04-14,11.09,11090.00,-300,-3909.71,-13.03,11093.39,3.39,0.00,3.39,,,,,,1938.98,,,-11093.39,119773.41,1324.33
rico,PETR4,C,swing,ação,100,2022-04-14,31.40,3140.00,100,3140.96,31.41,3140.96,0.96,0.00,0.96,,,,,,,,,-3140.96,116632.45,1324.33
rico,PETR4,C,swing,ação,100,2022-04-14,31.39,3139.00,200,6280.92,31.40,3139.96,0.96,0.00,0.96,,,,,,,,,-3139.96,113492.49,1324.33
rico,COGN3,V,swing,ação,1000,2022-04-19,2.91,2910.00,-10500,-29631.93,-2.82,2909.11,0.89,0.00,0.89,,,,,,,0.15,0.00,2909.11,116401.60,1324.33
rico,COGN3,V,swing,ação,1000,2022-04-19,2.92,2920.00,-11500,-32551.04,-2.83,2919.11,0.89,0.00,0.89,,,,,,,0.15,0.00,2919.11,119320.71,1324.33
